OrderNumber,CustomerKey,Region,IncomeGroup
SO72561,16607,Pacific,High
SO72562,17334,Pacific,High
SO72563,26298,North America,Moderate
SO72564,28154,North America,High
SO72565,28156,North America,High
SO72566,15567,North America,High
SO72567,15566,North America,High
SO72568,24388,North America,High
SO72569,23873,North America,High
SO72570,23895,North America,Moderate
SO72571,23878,North America,Moderate
SO72572,22152,North America,Moderate
SO72573,21148,North America,Moderate
SO72574,19357,Europe,Low
SO72575,26984,Europe,Moderate
SO72576,19295,Europe,Low
SO72577,22602,Europe,Low
SO72578,14774,Europe,Moderate
SO72579,24057,Europe,Low
SO72580,12222,Europe,Low
SO72581,14262,Pacific,High
SO72582,21390,Pacific,Moderate
SO72583,19961,Pacific,High
SO72584,24891,Pacific,High
SO72585,23308,Pacific,Low
SO72586,17059,Pacific,High
SO72587,20931,Europe,Moderate
SO72588,22836,Europe,High
SO72589,26388,Europe,High
SO72590,19454,Europe,Moderate
SO72591,21542,Europe,High
SO72592,22800,Europe,High
SO72593,17778,Europe,Moderate
SO72594,19340,Europe,Moderate
SO72595,16259,Europe,Low
SO72596,11503,North America,Moderate
SO72597,12963,North America,High
SO72598,28337,North America,Moderate
SO72599,11194,North America,Moderate
SO72600,27390,North America,Moderate
SO72601,11501,North America,Moderate
SO72602,26072,North America,High
SO72603,21497,North America,Moderate
SO72604,20433,North America,Moderate
SO72605,19878,North America,High
SO72606,18993,North America,Moderate
SO72607,15412,North America,High
SO72608,16748,North America,Moderate
SO72609,20202,North America,High
SO72610,14177,Europe,High
SO72611,25302,Europe,Low
SO72612,16189,Europe,Low
SO72613,13533,Europe,Low
SO72614,12530,North America,Moderate
SO72615,15761,North America,Low
SO72616,20012,North America,High
SO72617,15503,North America,Moderate
SO72618,13724,North America,Moderate
SO72619,18422,North America,High
SO72620,18428,North America,High
SO72621,21055,Europe,Moderate
SO72622,27698,Pacific,Moderate
SO72623,27713,Pacific,Moderate
SO72624,16623,Pacific,High
SO72625,14048,Pacific,Moderate
SO72626,15575,Pacific,Moderate
SO72627,26645,North America,Moderate
SO72628,26285,North America,Moderate
SO72629,15889,North America,High
SO72630,24325,North America,Moderate
SO72631,22245,North America,Moderate
SO72632,21926,North America,Moderate
SO72633,21928,North America,Moderate
SO72634,19156,North America,Moderate
SO72635,19108,North America,Moderate
SO72636,14731,North America,Low
SO72637,29392,Europe,Moderate
SO72638,28134,Pacific,High
SO72639,13134,Pacific,Moderate
SO72640,13638,Pacific,High
SO72641,14034,Pacific,High
SO72642,15805,Pacific,High
SO72643,18745,Pacific,High
SO72644,22849,Pacific,High
SO72645,11102,Pacific,High
SO72646,15095,Europe,High
SO72647,19952,Pacific,High
SO72648,27324,Europe,High
SO72649,13572,Europe,Low
SO72650,17834,Europe,Moderate
SO72651,17978,Europe,Moderate
SO72652,14834,Europe,Low
SO72653,17780,Europe,Moderate
SO72654,19476,Europe,Moderate
SO72655,14991,Europe,Low
SO72656,15614,Europe,Moderate
SO72657,21537,Europe,High
SO72658,21833,Europe,High
SO72659,21835,Europe,High
SO72660,19322,Europe,Low
SO72661,16051,Europe,Low
SO72662,19302,Europe,Low
SO72663,11682,North America,High
SO72664,11507,North America,Moderate
SO72665,24993,North America,High
SO72666,11827,North America,Moderate
SO72667,17579,North America,Moderate
SO72668,20532,North America,Moderate
SO72669,11845,North America,Low
SO72670,13941,North America,Moderate
SO72671,18833,North America,Moderate
SO72672,16917,North America,High
SO72673,16725,North America,Low
SO72674,21308,North America,High
SO72675,19939,Europe,High
SO72676,12751,Europe,Moderate
SO72677,14816,Europe,Moderate
SO72678,19054,Europe,High
SO72679,20063,Europe,Moderate
SO72680,24575,Europe,High
SO72681,25792,Europe,High
SO72682,19485,Europe,Low
SO72683,11130,North America,Low
SO72684,11230,North America,High
SO72685,11781,North America,Moderate
SO72686,11676,North America,High
SO72687,14725,North America,Moderate
SO72688,16370,North America,Moderate
SO72689,13412,Europe,High
SO72690,12477,Europe,Low
SO72691,12550,Europe,Low
SO72692,20002,North America,High
SO72693,15525,North America,Moderate
SO72694,14026,North America,Low
SO72695,20033,North America,High
SO72696,15428,North America,Moderate
SO72697,18429,North America,High
SO72698,18381,North America,High
SO72699,27899,Europe,Low
SO72700,16659,Pacific,High
SO72701,16661,Pacific,High
SO72702,24598,Pacific,High
SO72703,22199,Pacific,High
SO72704,22201,Pacific,High
SO72705,27743,Pacific,Moderate
SO72706,13022,Pacific,Low
SO72707,13973,Pacific,Moderate
SO72708,16637,Pacific,High
SO72709,15582,Pacific,Moderate
SO72710,13109,Pacific,Moderate
SO72711,16820,North America,High
SO72712,28131,North America,High
SO72713,28070,North America,High
SO72714,24291,North America,Moderate
SO72715,22008,North America,Moderate
SO72716,24295,North America,Moderate
SO72717,18979,North America,Moderate
SO72718,19294,Europe,Low
SO72719,20966,Europe,Low
SO72720,20901,Europe,Low
SO72721,14716,Europe,Moderate
SO72722,13607,Europe,High
SO72723,18177,Europe,High
SO72724,27986,Pacific,High
SO72725,26918,Pacific,Low
SO72726,26921,Pacific,Low
SO72727,16685,Pacific,Moderate
SO72728,13970,Pacific,High
SO72729,14020,Pacific,High
SO72730,14030,Pacific,High
SO72731,14031,Pacific,High
SO72732,29193,Pacific,High
SO72733,28930,Pacific,High
SO72734,29061,Pacific,Low
SO72735,13635,Pacific,High
SO72736,17058,Pacific,High
SO72737,20716,Europe,Moderate
SO72738,16531,Europe,Low
SO72739,16541,Europe,Low
SO72740,16288,Europe,Low
SO72741,29131,North America,Moderate
SO72742,29050,North America,Moderate
SO72743,17371,North America,Moderate
SO72744,23126,North America,Moderate
SO72745,22007,North America,Low
SO72746,21280,North America,Moderate
SO72747,11019,North America,Moderate
SO72748,25090,North America,Moderate
SO72749,17273,North America,High
SO72750,16648,North America,High
SO72751,17131,North America,High
SO72752,15360,North America,High
SO72753,13857,North America,Moderate
SO72754,13475,North America,Moderate
SO72755,13727,North America,Moderate
SO72756,21824,Europe,High
SO72757,12824,Europe,Low
SO72758,19055,Europe,High
SO72759,16403,Europe,Low
SO72760,25789,Europe,High
SO72761,24699,Europe,Low
SO72762,16038,Europe,Low
SO72763,25475,Europe,Low
SO72764,16497,North America,Low
SO72765,14586,North America,High
SO72766,17509,North America,Moderate
SO72767,18578,North America,High
SO72768,20004,North America,High
SO72769,18497,North America,High
SO72770,18386,North America,High
SO72771,18398,North America,High
SO72772,25457,Europe,Low
SO72773,11001,Pacific,Moderate
SO72774,16629,Pacific,High
SO72775,16636,Pacific,High
SO72776,11263,North America,High
SO72777,23114,North America,Moderate
SO72778,25014,North America,Moderate
SO72779,28071,North America,High
SO72780,23871,North America,High
SO72781,18103,North America,Moderate
SO72782,19002,North America,Moderate
SO72783,22635,Europe,Moderate
SO72784,25636,Europe,Moderate
SO72785,28692,Europe,Low
SO72786,11995,Pacific,Moderate
SO72787,13959,Pacific,High
SO72788,28119,Pacific,High
SO72789,13969,Pacific,High
SO72790,15240,Pacific,Moderate
SO72791,18279,Pacific,Moderate
SO72792,11913,Pacific,Moderate
SO72793,11245,Europe,High
SO72794,21516,Europe,High
SO72795,14827,Europe,Low
SO72796,21828,Europe,High
SO72797,16269,Europe,Low
SO72798,11330,North America,High
SO72799,11203,North America,Moderate
SO72800,29284,North America,Low
SO72801,11142,North America,Moderate
SO72802,26126,North America,Low
SO72803,27013,North America,Moderate
SO72804,13239,North America,Moderate
SO72805,22146,North America,Moderate
SO72806,22159,North America,Moderate
SO72807,20697,North America,Moderate
SO72808,18500,North America,Moderate
SO72809,27042,North America,Low
SO72810,19234,North America,Moderate
SO72811,12203,North America,High
SO72812,16505,North America,Low
SO72813,13928,North America,Moderate
SO72814,14972,Europe,Low
SO72815,24840,Europe,High
SO72816,24844,Europe,High
SO72817,13830,Europe,Low
SO72818,12098,North America,Moderate
SO72819,16228,North America,Moderate
SO72820,21348,North America,High
SO72821,18643,North America,High
SO72822,18427,North America,High
SO72823,15662,Europe,Low
SO72824,12298,Europe,High
SO72825,24597,Pacific,High
SO72826,22934,Pacific,Moderate
SO72827,22938,Pacific,Moderate
SO72828,27493,Pacific,Low
SO72829,26588,Pacific,High
SO72830,28264,North America,High
SO72831,24671,North America,Moderate
SO72832,24342,North America,Moderate
SO72833,15850,North America,High
SO72834,23882,North America,High
SO72835,24234,North America,High
SO72836,22241,North America,Moderate
SO72837,19133,North America,Moderate
SO72838,26957,Europe,Moderate
SO72839,25599,Europe,Low
SO72840,21100,Europe,Low
SO72841,28503,Europe,Low
SO72842,28508,Europe,Low
SO72843,19031,Europe,High
SO72844,18166,Europe,High
SO72845,11992,Pacific,Moderate
SO72846,27484,Pacific,Low
SO72847,14263,Pacific,High
SO72848,13633,Pacific,High
SO72849,11920,Pacific,Moderate
SO72850,20051,Europe,Moderate
SO72851,22939,Pacific,Moderate
SO72852,11801,North America,Moderate
SO72853,15804,Pacific,High
SO72854,15787,Pacific,Moderate
SO72855,14227,Pacific,High
SO72856,17493,Pacific,Low
SO72857,19761,Pacific,Low
SO72858,27733,Pacific,Moderate
SO72859,26146,Pacific,High
SO72860,28932,Pacific,High
SO72861,14013,Pacific,Low
SO72862,19098,Pacific,High
SO72863,23612,Europe,High
SO72864,22619,Europe,Moderate
SO72865,19446,Europe,Moderate
SO72866,21508,Europe,High
SO72867,13546,Europe,Low
SO72868,19453,Europe,Moderate
SO72869,15089,Europe,Moderate
SO72870,13545,Europe,Low
SO72871,20558,Europe,High
SO72872,19305,Europe,Low
SO72873,26251,North America,Low
SO72874,11500,North America,Moderate
SO72875,22981,North America,Moderate
SO72876,21774,North America,High
SO72877,27731,North America,Moderate
SO72878,19222,North America,Low
SO72879,18851,North America,High
SO72880,14760,North America,High
SO72881,11223,North America,High
SO72882,16073,North America,Moderate
SO72883,12158,North America,High
SO72884,14721,North America,Moderate
SO72885,22755,North America,High
SO72886,14042,North America,Moderate
SO72887,14479,North America,High
SO72888,16276,Europe,Low
SO72889,15119,Europe,High
SO72890,14698,Europe,Moderate
SO72891,12821,Europe,Moderate
SO72892,26846,Europe,Low
SO72893,20893,Europe,Low
SO72894,22489,Europe,Low
SO72895,29429,Europe,Low
SO72896,27963,Europe,High
SO72897,28875,Europe,High
SO72898,11684,North America,Moderate
SO72899,11710,North America,Moderate
SO72900,12056,North America,High
SO72901,13054,North America,Moderate
SO72902,11878,North America,Moderate
SO72903,12875,North America,Moderate
SO72904,12662,Europe,High
SO72905,18832,North America,High
SO72906,18581,North America,High
SO72907,15474,North America,Moderate
SO72908,15427,North America,Moderate
SO72909,18441,North America,High
SO72910,20665,North America,High
SO72911,11549,Europe,Moderate
SO72912,13794,Europe,Low
SO72913,21065,Europe,Moderate
SO72914,16660,Pacific,High
SO72915,18338,Pacific,Moderate
SO72916,18462,Pacific,Low
SO72917,27714,Pacific,Moderate
SO72918,26569,Pacific,High
SO72919,17332,Pacific,High
SO72920,15268,Pacific,Moderate
SO72921,13112,Pacific,Moderate
SO72922,13957,Pacific,Moderate
SO72923,25084,North America,Moderate
SO72924,28296,North America,High
SO72925,26646,North America,Moderate
SO72926,23799,North America,Low
SO72927,26299,North America,Moderate
SO72928,24334,North America,High
SO72929,21930,North America,Moderate
SO72930,21931,North America,Moderate
SO72931,18372,North America,Moderate
SO72932,19158,North America,Moderate
SO72933,19120,North America,Moderate
SO72934,19131,North America,Moderate
SO72935,19137,North America,Moderate
SO72936,18865,North America,Moderate
SO72937,18866,North America,Moderate
SO72938,18914,North America,Moderate
SO72939,18999,North America,Moderate
SO72940,22605,Europe,Low
SO72941,19318,Europe,Low
SO72942,15923,Europe,High
SO72943,22604,Europe,Low
SO72944,19280,Europe,Low
SO72945,25493,Europe,Moderate
SO72946,25584,Europe,Low
SO72947,25501,Europe,Moderate
SO72948,14171,Europe,High
SO72949,25590,Europe,Low
SO72950,24038,Europe,Low
SO72951,28103,Pacific,Low
SO72952,13518,Pacific,Low
SO72953,24596,Pacific,High
SO72954,12043,North America,Moderate
SO72955,11928,North America,Moderate
SO72956,11185,North America,High
SO72957,28593,North America,Low
SO72958,20235,Pacific,Moderate
SO72959,22029,Pacific,Moderate
SO72960,27685,Pacific,Moderate
SO72961,25262,Pacific,Moderate
SO72962,25134,Pacific,High
SO72963,15807,Pacific,High
SO72964,17314,Pacific,High
SO72965,12691,Pacific,High
SO72966,13767,Europe,Low
SO72967,16546,Europe,Low
SO72968,22817,Europe,High
SO72969,22816,Europe,High
SO72970,20569,Europe,High
SO72971,21054,Europe,Moderate
SO72972,19308,Europe,Low
SO72973,11685,North America,Moderate
SO72974,11463,Pacific,High
SO72975,28125,North America,Moderate
SO72976,11142,North America,Moderate
SO72977,11220,North America,Moderate
SO72978,11212,North America,Moderate
SO72979,28679,North America,Moderate
SO72980,22039,North America,Moderate
SO72981,21493,North America,High
SO72982,20285,North America,Moderate
SO72983,28046,North America,Moderate
SO72984,27024,North America,Low
SO72985,13179,North America,High
SO72986,15373,North America,Moderate
SO72987,16671,North America,Moderate
SO72988,15867,North America,Moderate
SO72989,14403,North America,Moderate
SO72990,28464,Europe,Low
SO72991,17642,Europe,Low
SO72992,19053,Europe,High
SO72993,21124,Europe,Low
SO72994,19457,Europe,Low
SO72995,22868,Europe,Low
SO72996,27302,Europe,High
SO72997,27934,Europe,High
SO72998,12870,Europe,Low
SO72999,12790,North America,Moderate
SO73000,13323,North America,High
SO73001,11608,Europe,Low
SO73002,16128,North America,Moderate
SO73003,18848,North America,High
SO73004,18615,North America,High
SO73005,13726,North America,Moderate
SO73006,18508,North America,High
SO73007,13853,North America,Moderate
SO73008,18436,North America,High
SO73009,25693,Europe,Low
SO73010,27898,Europe,Low
SO73011,29369,Europe,Moderate
SO73012,16262,Europe,Moderate
SO73013,22936,Pacific,Moderate
SO73014,18458,Pacific,Low
SO73015,26570,Pacific,High
SO73016,15580,Pacific,Moderate
SO73017,28244,North America,High
SO73018,25000,North America,Moderate
SO73019,24224,North America,Moderate
SO73020,20751,North America,Low
SO73021,19282,Europe,Low
SO73022,28752,Europe,Moderate
SO73023,28713,Europe,Moderate
SO73024,25578,Europe,Low
SO73025,25583,Europe,Low
SO73026,19032,Europe,High
SO73027,26823,Europe,Low
SO73028,17825,Europe,Moderate
SO73029,18160,Europe,High
SO73030,15121,Pacific,High
SO73031,11943,Pacific,Low
SO73032,26919,Pacific,Low
SO73033,24587,Pacific,High
SO73034,28596,North America,Low
SO73035,28592,North America,Low
SO73036,12369,Pacific,Moderate
SO73037,26755,Pacific,High
SO73038,15804,Pacific,High
SO73039,14222,Pacific,High
SO73040,15464,Pacific,Low
SO73041,15453,Europe,Low
SO73042,27951,Europe,High
SO73043,14813,Europe,Low
SO73044,16550,Europe,Low
SO73045,12866,Europe,Low
SO73046,22824,Europe,High
SO73047,16305,Europe,Low
SO73048,11254,North America,High
SO73049,11330,North America,High
SO73050,28081,North America,High
SO73051,28037,North America,High
SO73052,26553,North America,Moderate
SO73053,18685,North America,Moderate
SO73054,20690,North America,Moderate
SO73055,11661,North America,Moderate
SO73056,11724,North America,High
SO73057,15477,North America,Moderate
SO73058,16378,North America,High
SO73059,23455,North America,High
SO73060,16571,Europe,Low
SO73061,15650,Europe,Low
SO73062,29413,Europe,Low
SO73063,20952,Europe,Low
SO73064,22537,Europe,Low
SO73065,25551,Europe,Low
SO73066,22303,Europe,Low
SO73067,12893,North America,High
SO73068,14082,North America,Low
SO73069,12864,Europe,Low
SO73070,18894,North America,High
SO73071,13916,North America,Moderate
SO73072,19453,Europe,Moderate
SO73073,25700,Europe,Low
SO73074,16658,Pacific,High
SO73075,16638,Pacific,High
SO73076,13108,Pacific,Moderate
SO73077,28268,North America,High
SO73078,25077,North America,Moderate
SO73079,11257,North America,High
SO73080,19205,North America,Low
SO73081,26290,North America,Moderate
SO73082,28224,North America,High
SO73083,28255,North America,High
SO73084,22013,North America,Low
SO73085,21921,North America,Moderate
SO73086,22221,North America,Moderate
SO73087,19016,North America,Moderate
SO73088,19119,North America,Moderate
SO73089,19148,North America,Moderate
SO73090,19353,Europe,Low
SO73091,20934,Europe,Low
SO73092,21910,Europe,Low
SO73093,28693,Europe,Low
SO73094,27810,Europe,Moderate
SO73095,13258,Europe,High
SO73096,15122,Pacific,High
SO73097,11372,Pacific,Low
SO73098,14033,Pacific,High
SO73099,16028,Pacific,Low
SO73100,24482,Pacific,High
SO73101,13159,Pacific,Moderate
SO73102,17323,Pacific,High
SO73103,19650,Pacific,Low
SO73104,19267,Pacific,Low
SO73105,26431,Pacific,Moderate
SO73106,20607,Pacific,High
SO73107,15602,Pacific,High
SO73108,20212,Pacific,High
SO73109,14054,Pacific,Moderate
SO73110,18620,Europe,Moderate
SO73111,16554,Europe,Low
SO73112,15669,Europe,Moderate
SO73113,20592,Europe,High
SO73114,20866,Europe,High
SO73115,20575,Europe,High
SO73116,17767,Europe,Moderate
SO73117,19337,Europe,Low
SO73118,16271,Europe,Low
SO73119,16268,Europe,Low
SO73120,11500,North America,Moderate
SO73121,27635,North America,High
SO73122,28275,North America,High
SO73123,26119,North America,Moderate
SO73124,11215,North America,Moderate
SO73125,24237,North America,Low
SO73126,24287,North America,Moderate
SO73127,26092,North America,High
SO73128,24925,North America,Low
SO73129,15872,North America,Moderate
SO73130,23820,North America,Moderate
SO73131,17360,North America,Moderate
SO73132,21733,North America,Moderate
SO73133,20356,North America,Moderate
SO73134,20336,North America,High
SO73135,18311,North America,Moderate
SO73136,20762,North America,Low
SO73137,16084,North America,Moderate
SO73138,15782,North America,High
SO73139,15818,North America,Moderate
SO73140,16933,Europe,Low
SO73141,14781,Europe,Low
SO73142,20725,Europe,Low
SO73143,11487,Europe,Low
SO73144,23218,Europe,Low
SO73145,24215,Europe,Low
SO73146,26888,Europe,Low
SO73147,24207,Europe,Low
SO73148,26819,Europe,Low
SO73149,17808,Europe,Low
SO73150,13593,Europe,High
SO73151,18876,North America,High
SO73152,13730,North America,Moderate
SO73153,18566,North America,High
SO73154,20015,North America,High
SO73155,20003,North America,High
SO73156,18515,North America,High
SO73157,18511,North America,High
SO73158,13878,North America,Moderate
SO73159,18442,North America,High
SO73160,27895,Europe,Low
SO73161,22200,Pacific,High
SO73162,27487,Pacific,Low
SO73163,27488,Pacific,Low
SO73164,27490,Pacific,Low
SO73165,26302,North America,Moderate
SO73166,26281,North America,Moderate
SO73167,28247,North America,High
SO73168,15846,North America,High
SO73169,24400,North America,High
SO73170,23896,North America,Moderate
SO73171,24311,North America,Moderate
SO73172,29027,North America,High
SO73173,19109,North America,Moderate
SO73174,27305,Europe,High
SO73175,25502,Europe,Moderate
SO73176,28741,Europe,Moderate
SO73177,11417,Europe,High
SO73178,12011,Pacific,Low
SO73179,13649,Pacific,High
SO73180,13955,Pacific,High
SO73181,26561,Pacific,Low
SO73182,27470,Pacific,Low
SO73183,27483,Pacific,Low
SO73184,22943,Pacific,Moderate
SO73185,11142,North America,Moderate
SO73186,11262,North America,High
SO73187,26129,Pacific,Moderate
SO73188,24472,Pacific,High
SO73189,13511,Europe,Low
SO73190,16572,Europe,Low
SO73191,22617,Europe,Moderate
SO73192,13552,Europe,Low
SO73193,19301,Europe,Low
SO73194,29076,North America,Moderate
SO73195,28289,North America,High
SO73196,29035,North America,Moderate
SO73197,11300,North America,High
SO73198,11091,North America,High
SO73199,11276,North America,High
SO73200,25165,North America,High
SO73201,11276,North America,High
SO73202,19647,North America,Low
SO73203,23063,North America,Moderate
SO73204,23400,North America,Moderate
SO73205,23301,North America,High
SO73206,13466,North America,High
SO73207,11652,North America,Moderate
SO73208,17178,North America,Moderate
SO73209,16212,North America,Moderate
SO73210,15738,North America,High
SO73211,21759,North America,Moderate
SO73212,12406,Europe,Moderate
SO73213,17855,Europe,Low
SO73214,24579,Europe,High
SO73215,23599,Europe,High
SO73216,18630,Europe,Low
SO73217,27958,Europe,High
SO73218,27187,Europe,Moderate
SO73219,14371,North America,Moderate
SO73220,11668,North America,High
SO73221,13306,North America,High
SO73222,12516,Europe,Low
SO73223,12594,Europe,Low
SO73224,12336,Europe,High
SO73225,16210,North America,Moderate
SO73226,18594,North America,High
SO73227,13918,North America,Moderate
SO73228,18613,North America,High
SO73229,15530,North America,Moderate
SO73230,15520,North America,Moderate
SO73231,15472,North America,Moderate
SO73232,18532,North America,High
SO73233,18376,North America,High
SO73234,18394,North America,High
SO73235,27881,Europe,Low
SO73236,18141,Europe,High
SO73237,24481,Pacific,High
SO73238,26652,Pacific,High
SO73239,13020,Pacific,Low
SO73240,26305,North America,Moderate
SO73241,16494,Pacific,High
SO73242,25856,North America,Low
SO73243,28078,North America,High
SO73244,24337,North America,High
SO73245,20670,North America,Moderate
SO73246,22036,North America,Moderate
SO73247,21297,North America,High
SO73248,18804,North America,Moderate
SO73249,22600,Europe,Low
SO73250,19309,Europe,Low
SO73251,22391,Europe,Low
SO73252,13580,Europe,High
SO73253,11930,Pacific,Low
SO73254,13645,Pacific,High
SO73255,26923,Pacific,Low
SO73256,14038,Pacific,High
SO73257,11711,North America,High
SO73258,11881,North America,Moderate
SO73259,28617,North America,Low
SO73260,18443,Pacific,Low
SO73261,13008,Pacific,Moderate
SO73262,15805,Pacific,High
SO73263,17319,Pacific,High
SO73264,13624,Pacific,High
SO73265,26406,Europe,High
SO73266,16573,Europe,Low
SO73267,25786,Europe,High
SO73268,24841,Europe,High
SO73269,23621,Europe,High
SO73270,14950,Europe,Low
SO73271,15046,Europe,Moderate
SO73272,11650,North America,Moderate
SO73273,11315,North America,High
SO73274,13758,North America,Moderate
SO73275,11784,North America,Moderate
SO73276,12054,North America,High
SO73277,11868,North America,High
SO73278,21623,North America,High
SO73279,20469,North America,High
SO73280,11507,North America,Moderate
SO73281,16855,North America,High
SO73282,19832,North America,Moderate
SO73283,19835,North America,Moderate
SO73284,16837,North America,High
SO73285,19210,North America,Low
SO73286,16966,North America,Moderate
SO73287,16062,North America,Moderate
SO73288,15324,North America,Moderate
SO73289,23494,North America,High
SO73290,18604,North America,Moderate
SO73291,28422,Europe,Low
SO73292,15670,Europe,Low
SO73293,27888,Europe,Low
SO73294,16435,Europe,Moderate
SO73295,24134,Europe,Low
SO73296,17760,Europe,Low
SO73297,11418,Europe,High
SO73298,12891,North America,Moderate
SO73299,12899,North America,Moderate
SO73300,14274,North America,Moderate
SO73301,12527,North America,Moderate
SO73302,20649,North America,High
SO73303,18808,North America,High
SO73304,18838,North America,High
SO73305,18582,North America,High
SO73306,15527,North America,Moderate
SO73307,15532,North America,Moderate
SO73308,13712,North America,Moderate
SO73309,12214,Europe,Low
SO73310,22926,Pacific,Moderate
SO73311,18766,Pacific,Low
SO73312,18464,Pacific,Low
SO73313,11929,Pacific,Low
SO73314,28666,North America,High
SO73315,26644,North America,Moderate
SO73316,26283,North America,Moderate
SO73317,26286,North America,Moderate
SO73318,24326,North America,Moderate
SO73319,24328,North America,Moderate
SO73320,21932,North America,Moderate
SO73321,21293,North America,High
SO73322,22608,Europe,Low
SO73323,19292,Europe,Low
SO73324,25603,Europe,Moderate
SO73325,25604,Europe,Moderate
SO73326,20926,Europe,Low
SO73327,25596,Europe,Low
SO73328,27817,Europe,Moderate
SO73329,25597,Europe,Low
SO73330,25571,Europe,Low
SO73331,12239,Europe,Low
SO73332,12216,Europe,Low
SO73333,14345,Pacific,Moderate
SO73334,27872,Pacific,Low
SO73335,13964,Pacific,High
SO73336,13118,Pacific,Moderate
SO73337,13632,Pacific,High
SO73338,14032,Pacific,High
SO73339,16167,Pacific,High
SO73340,14684,Pacific,Moderate
SO73341,20222,Pacific,High
SO73342,27595,Pacific,High
SO73343,24245,Pacific,Low
SO73344,17292,Pacific,High
SO73345,13623,Pacific,High
SO73346,11966,Pacific,High
SO73347,13504,Europe,Low
SO73348,23603,Europe,High
SO73349,15619,Europe,Moderate
SO73350,21506,Europe,High
SO73351,12841,Europe,Low
SO73352,11276,North America,High
SO73353,11200,North America,High
SO73354,25950,North America,Moderate
SO73355,26593,North America,High
SO73356,21462,North America,High
SO73357,19887,North America,Moderate
SO73358,19668,North America,Moderate
SO73359,28357,North America,Moderate
SO73360,15546,North America,Moderate
SO73361,14638,North America,Moderate
SO73362,14437,North America,High
SO73363,13754,North America,High
SO73364,15076,Europe,Low
SO73365,16251,Europe,Low
SO73366,24880,Europe,High
SO73367,21129,Europe,Low
SO73368,24541,Europe,High
SO73369,17839,Europe,Low
SO73370,28884,Europe,High
SO73371,23955,Europe,Low
SO73372,13586,Europe,High
SO73373,27335,Europe,High
SO73374,28888,Europe,High
SO73375,11652,North America,Moderate
SO73376,12117,North America,Moderate
SO73377,16230,North America,Moderate
SO73378,18782,North America,High
SO73379,18479,North America,High
SO73380,18480,North America,High
SO73381,16054,Europe,Low
SO73382,16045,Europe,Low
SO73383,13606,Europe,High
SO73384,16656,Pacific,High
SO73385,22850,Pacific,High
SO73386,22854,Pacific,High
SO73387,22927,Pacific,Moderate
SO73388,22937,Pacific,Moderate
SO73389,27694,Pacific,Moderate
SO73390,27863,Pacific,Low
SO73391,26585,Pacific,High
SO73392,18465,Pacific,Low
SO73393,13975,Pacific,Moderate
SO73394,17510,Pacific,High
SO73395,16349,Pacific,High
SO73396,28285,North America,High
SO73397,11252,North America,High
SO73398,16836,North America,High
SO73399,28196,North America,High
SO73400,25072,North America,Moderate
SO73401,24402,North America,High
SO73402,24336,North America,High
SO73403,21385,North America,Low
SO73404,24232,North America,Moderate
SO73405,24286,North America,Moderate
SO73406,21435,North America,High
SO73407,21429,North America,High
SO73408,18324,North America,Moderate
SO73409,19117,North America,Moderate
SO73410,18168,Europe,High
SO73411,11363,Pacific,Low
SO73412,26920,Pacific,Low
SO73413,12008,Pacific,High
SO73414,15718,Pacific,High
SO73415,16182,Pacific,Moderate
SO73416,24892,Pacific,High
SO73417,21232,Pacific,Low
SO73418,24240,Pacific,Low
SO73419,15077,Europe,Low
SO73420,16945,Europe,Low
SO73421,22523,Europe,Moderate
SO73422,17779,Europe,Moderate
SO73423,15047,Europe,Low
SO73424,20561,Europe,High
SO73425,12867,Europe,Low
SO73426,19942,Europe,High
SO73427,21827,Europe,High
SO73428,11429,Europe,High
SO73429,11143,North America,Moderate
SO73430,29322,North America,Low
SO73431,11091,North America,High
SO73432,29038,North America,Moderate
SO73433,27912,North America,Moderate
SO73434,26122,North America,Moderate
SO73435,26524,North America,Moderate
SO73436,26282,North America,Moderate
SO73437,11300,North America,High
SO73438,23669,North America,Moderate
SO73439,18944,North America,Moderate
SO73440,23713,North America,High
SO73441,22222,North America,High
SO73442,21779,North America,High
SO73443,13762,North America,Moderate
SO73444,19006,North America,Moderate
SO73445,20100,North America,Low
SO73446,19236,North America,Moderate
SO73447,17550,North America,Moderate
SO73448,20021,North America,High
SO73449,14564,North America,Moderate
SO73450,16387,Europe,Low
SO73451,15424,North America,Low
SO73452,20096,North America,Low
SO73453,16258,Europe,Low
SO73454,11437,Europe,High
SO73455,17091,Europe,Low
SO73456,20065,Europe,Moderate
SO73457,13810,Europe,Moderate
SO73458,22534,Europe,Low
SO73459,24147,Europe,Low
SO73460,13775,Europe,Low
SO73461,11667,North America,High
SO73462,16599,Europe,High
SO73463,13941,North America,Moderate
SO73464,16789,North America,Moderate
SO73465,13736,North America,Moderate
SO73466,15531,North America,Moderate
SO73467,15538,North America,Moderate
SO73468,18388,North America,High
SO73469,18147,Europe,High
SO73470,16639,Pacific,High
SO73471,18336,Pacific,Moderate
SO73472,24601,Pacific,High
SO73473,24602,Pacific,High
SO73474,24480,Pacific,High
SO73475,16026,Pacific,Low
SO73476,27699,Pacific,Moderate
SO73477,26304,North America,Moderate
SO73478,25076,North America,Moderate
SO73479,26280,North America,Moderate
SO73480,15997,North America,High
SO73481,25008,North America,Moderate
SO73482,24997,North America,Moderate
SO73483,23872,North America,High
SO73484,28284,North America,High
